종목명,종목코드,기사날짜,기사제목,기사링크,긍정확률,부정확률,대상기업,산업분류,분석일시,감성분류
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트 유일의 광통신 케이블 공장 준공··· 시장 공략 본...",http://www.epj.co.kr/news/articleView.html?idxno=34948,0.6447,0.3553,대한광통신,일반,2025-09-20 17:18:02,긍정
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트 광통신 케이블 공장 준공",https://www.newspim.com/news/view/20240910000798,0.6478,0.3522,대한광통신,일반,2025-09-20 17:41:09,긍정
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트 유일의 광통신 케이블 공장 준공… 생산 현지화로 ...",http://www.kdpress.co.kr/news/articleView.html?idxno=131763,0.3577,0.6423,대한광통신,일반,2025-09-20 17:19:09,부정
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트 유일 광통신 케이블 공장 준공···현지 거점 확보",http://www.enewstoday.co.kr/news/articleView.html?idxno=2174953,0.2333,0.7667,대한광통신,일반,2025-09-20 17:18:01,부정
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트 유일의 광통신 케이블 공장 준공… 시장 공략 본격...",https://www.econovill.com/news/articleView.html?idxno=666518,0.2325,0.7675,대한광통신,일반,2025-09-20 17:39:46,부정
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트 첫 광통신 케이블 공장 준공",https://n.news.naver.com/mnews/article/215/0001179045?sid=101,0.6,0.4,대한광통신,일반,2025-09-20 17:34:56,긍정
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트 유일 '광통신 케이블 공장' 준공… 시장 공략 본격...",http://www.newsdream.kr/news/articleView.html?idxno=67456,0.3578,0.6422,대한광통신,일반,2025-09-20 17:19:50,부정
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트 최초 광통신 케이블 공장 준공",https://n.news.naver.com/mnews/article/119/0002871062?sid=101,0.5739,0.4261,대한광통신,일반,2025-09-20 17:34:06,긍정
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트 유일 광통신 케이블 공장 준공..현지 공략 본격화",https://n.news.naver.com/mnews/article/018/0005833075?sid=101,0.5825,0.4175,대한광통신,일반,2025-09-20 17:30:37,긍정
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트 광통신 케이블 공장 준공… 글로벌 공략 잰걸음",https://www.ebn.co.kr/news/view/1636518/?sc=Naver,0.2325,0.7675,대한광통신,일반,2025-09-20 17:39:43,부정
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트 광통신 케이블 공장 준공…시장 공략 본격화",https://www.newsway.co.kr/news/view?ud=2024091009162821071,0.4145,0.5855,대한광통신,일반,2025-09-20 17:41:26,부정
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트 유일 광통신 케이블 공장 준공",http://www.energydaily.co.kr/news/articleView.html?idxno=149434,0.506,0.494,대한광통신,일반,2025-09-20 17:17:55,긍정
대한광통신,010170,2024-09-10,"대한전선, 쿠웨이트에 광통신 케이블 생산기지 구축... 글로벌 사업 확...",http://www.newslock.co.kr/news/articleView.html?idxno=96956,0.6423,0.3577,대한광통신,일반,2025-09-20 17:19:52,긍정
제이씨현시스템,033320,2024-09-10,제이씨현시스템 주가 요원지화... 메인보드 'GIGABYTE TRX50 AI TOP' 인기 ...,https://www.pinpointnews.co.kr/news/articleView.html?idxno=287161,0.5954,0.4046,제이씨현시스템,일반,2025-09-20 17:41:58,긍정
덴티스,261200,2024-09-10,"덴티스, 치과 유니트체어 ‘루비스 체어’ 美 FDA 승인",https://n.news.naver.com/mnews/article/009/0005363430?sid=101,0.6144,0.3856,덴티스,일반,2025-09-20 17:27:22,긍정
덴티스,261200,2024-09-10,"덴티스, 치과 유니트체어 '루비스 체어' FDA 승인 획득",http://www.biotimes.co.kr/news/articleView.html?idxno=17018,0.5,0.5,덴티스,일반,2025-09-20 17:17:10,부정
덴티스,261200,2024-09-10,"[특징주]덴티스, ‘루비스 체어’ FDA 승인 완료에 ↑",https://n.news.naver.com/mnews/article/018/0005833020?sid=101,0.6477,0.3523,덴티스,일반,2025-09-20 17:30:37,긍정
덴티스,261200,2024-09-10,"덴티스, 치과 유니트체어 '루비스 체어' FDA 승인 완료",https://www.pharmnews.com/news/articleView.html?idxno=250094,0.3577,0.6423,덴티스,일반,2025-09-20 17:41:31,부정
제이엘케이,322510,2024-09-10,"제이엘케이, 의료 AI 솔루션으로 노스웨스턴 의대와 계약",https://www.aitimes.com/news/articleView.html?idxno=163256,0.3588,0.6412,제이엘케이,일반,2025-09-20 17:38:03,부정
제이엘케이,322510,2024-09-10,"제이엘케이, '뇌졸중 권위자' 美노스웨스턴 의대 고렐릭 교수팀과 계약",http://www.hansbiz.co.kr/news/articleView.html?idxno=711165,0.5,0.5,제이엘케이,일반,2025-09-20 17:18:21,부정
조이시티,067000,2024-09-10,"동국대, 조이시티와 산학협력 MOU 체결",https://www.newsfreezone.co.kr/news/articleView.html?idxno=587727,0.3578,0.6422,조이시티,일반,2025-09-20 17:41:01,부정
셀바스AI,108860,2024-09-10,"셀바스AI, 아주대병원 외상치료·응급의료 시스템 개발",http://www.bosa.co.kr/news/articleView.html?idxno=2230949,0.2324,0.7676,셀바스AI,일반,2025-09-20 17:17:17,부정
셀바스AI,108860,2024-09-10,"셀바스AI, 아주대병원 외상치료·응급의료 시스템 개발…AI 의료 사업 확...",https://www.newspim.com/news/view/20240909001049,0.6478,0.3522,셀바스AI,일반,2025-09-20 17:41:09,긍정
셀바스AI,108860,2024-09-10,"셀바스AI, 아주대병원 외상치료·응급의료 시스템 개발",https://www.pharmnews.com/news/articleView.html?idxno=250106,0.3577,0.6423,셀바스AI,일반,2025-09-20 17:41:31,부정
셀바스AI,108860,2024-09-10,"셀바스AI, 아주대병원 외상치료·응급의료 시스템 개발",https://biz.newdaily.co.kr/site/data/html/2024/09/10/2024091000121.html,0.6512,0.3488,셀바스AI,일반,2025-09-20 17:21:43,긍정
셀바스AI,108860,2024-09-10,"셀바스AI, 아주대병원 외상치료·응급의료 시스템 개발",https://n.news.naver.com/mnews/article/029/0002901522?sid=105,0.422,0.578,셀바스AI,일반,2025-09-20 17:31:25,부정
셀바스AI,108860,2024-09-10,"셀바스AI, 아주대병원 외상치료·응급의료 시스템 개발",https://www.epnc.co.kr/news/articleView.html?idxno=306184,0.506,0.494,셀바스AI,일반,2025-09-20 17:40:01,긍정
셀바스AI,108860,2024-09-10,"셀바스AI, 아주대병원 외상치료·응급의료 시스템 개발 추진",http://www.itdaily.kr/news/articleView.html?idxno=226840,0.7428,0.2572,셀바스AI,일반,2025-09-20 17:18:49,긍정
셀바스AI,108860,2024-09-10,"셀바스AI-아주대 산학협력단, 아주대병원 외상치료·응급의료 시스템 개...",http://www.biotimes.co.kr/news/articleView.html?idxno=17025,0.5,0.5,셀바스AI,일반,2025-09-20 17:17:10,부정
소프트캠프,258790,2024-09-10,"[클라우드 보안 인사이트 2024] 소프트캠프 ""제로 트러스트로 클라우드...",https://www.datanet.co.kr/news/articleView.html?idxno=196271,0.5872,0.4128,소프트캠프,일반,2025-09-20 17:39:28,긍정
엠에프씨,432980,2024-09-10,"더본 코리아⸱케이뱅크 대어 등장, 코스닥 입성 앞둔 헬스케어 경쟁력은",https://www.pharmnews.com/news/articleView.html?idxno=250063,0.3577,0.6423,엠에프씨,일반,2025-09-20 17:41:31,부정
디케이락,105740,2024-09-10,"디케이락, 이탈리아 자회사 183억 규모 밸브 수주",http://www.snmnews.com/news/articleView.html?idxno=540637,0.6422,0.3578,디케이락,일반,2025-09-20 17:21:21,긍정
케이알엠,093640,2024-09-09,"한양대 ERICA, 산업통상자원부 '로봇직업교육센터 구축사업' 선정... 로봇...",http://www.newstnt.com/news/articleView.html?idxno=409769,0.506,0.494,케이알엠,일반,2025-09-20 17:20:05,긍정
케이알엠,093640,2024-09-09,"한양대 ERICA, 산업부 '로봇직업교육센터 구축사업'에 선정",https://biz.newdaily.co.kr/site/data/html/2024/09/09/2024090900149.html,0.5697,0.4303,케이알엠,일반,2025-09-20 17:21:43,긍정
케이알엠,093640,2024-09-09,"한양대 ERICA, 산업통상자원부 '로봇직업교육센터 구축사업' 선정... 로봇...",http://www.kyosu.net/news/articleView.html?idxno=124462,0.3577,0.6423,케이알엠,일반,2025-09-20 17:19:19,부정
케이알엠,093640,2024-09-09,"한양대, 산업통상자원부 '로봇직업교육센터 구축사업' 선정",http://www.enewstoday.co.kr/news/articleView.html?idxno=2174232,0.2333,0.7667,케이알엠,일반,2025-09-20 17:18:01,부정
케이알엠,093640,2024-09-09,"한양대 에리카, 산업통상자원부 '로봇직업교육센터 구축사업' 선정",https://www.newsfreezone.co.kr/news/articleView.html?idxno=587571,0.5,0.5,케이알엠,일반,2025-09-20 17:41:01,부정
케이알엠,093640,2024-09-09,"한양대 ERICA, 산업통상자원부 '로봇직업교육센터 구축사업' 선정... 로봇...",http://www.veritas-a.com/news/articleView.html?idxno=519321,0.4053,0.5947,케이알엠,일반,2025-09-20 17:21:35,부정
쎄트렉아이,099320,2024-09-09,"""쎄트렉아이는 내 소명…1세대 위성 기업 저력 보여줄 것""",https://n.news.naver.com/mnews/article/584/0000028626?sid=105,0.4143,0.5857,쎄트렉아이,일반,2025-09-20 17:36:55,부정
화성밸브,039610,2024-09-09,"1위 화성밸브 주가·2위 휴스틸 주가·3위 동양철관 주가, 9월 1주차 랭키...",https://www.ekn.kr/web/view.php?key=20240906023346285,0.6316,0.3684,화성밸브,일반,2025-09-20 17:39:50,긍정
메가스터디교육,215200,2024-09-09,"교육서비스 상장기업 브랜드평판 9월 1위 메가스터디교육, 2위 대교, 3위...",https://www.pinpointnews.co.kr/news/articleView.html?idxno=286745,0.5954,0.4046,메가스터디교육,일반,2025-09-20 17:41:58,긍정
메가스터디교육,215200,2024-09-09,"[브랜드평판] 메가스터디교육, 교육서비스 상장기업 9월 1위···대교·멀...",https://www.enetnews.co.kr/news/articleView.html?idxno=29149,0.6476,0.3524,메가스터디교육,일반,2025-09-20 17:39:55,긍정
멀티캠퍼스,067280,2024-09-09,[브랜드평판] 교육서비스 상장기업 2024년 9월 빅데이터 1위 메가스터디...,https://www.cbci.co.kr/news/articleView.html?idxno=474176,0.5313,0.4687,멀티캠퍼스,일반,2025-09-20 17:38:51,긍정
LB세미콘,061970,2024-09-09,퀄리타스반도체 주가 기세등등... MIPI DCPHY IP 솔루션 美 팹리스 업체...,https://www.pinpointnews.co.kr/news/articleView.html?idxno=286909,0.5954,0.4046,LB세미콘,일반,2025-09-20 17:41:58,긍정
아나패스,123860,2024-09-09,"아나패스, AMD 패널 리플레이 인증 획득",https://n.news.naver.com/mnews/article/215/0001178819?sid=101,0.4999,0.5001,아나패스,일반,2025-09-20 17:34:56,부정
우리엔터프라이즈,037400,2024-09-09,"스노우플레이크 ""쉽고 빠른 엔터프라이즈 AI 제공.. 기업들 효과 좋아""",https://n.news.naver.com/mnews/article/014/0005239113?sid=105,0.3713,0.6287,우리엔터프라이즈,일반,2025-09-20 17:28:29,부정
우리엔터프라이즈,037400,2024-09-09,"“스노우플레이크 ‘엔터프라이즈 AI’, 비즈니스 효과·비용효율·신뢰...",https://byline.network/?p=9004111222543294,0.3682,0.6318,우리엔터프라이즈,일반,2025-09-20 17:21:50,부정
SKAI,357880,2024-09-09,유니폼 입은 소방관에 매력 느껴... 소방관 만나려고 이틀 연속 '방화'한...,https://www.insight.co.kr/news/478588,0.4353,0.5647,SKAI,일반,2025-09-20 17:40:23,부정
아이로보틱스,066430,2024-09-09,밀알학교 세워 28년간 장애학생 교육… “아이들 새 삶 찾는 모습에 감...,https://n.news.naver.com/mnews/article/020/0003586359?sid=102,0.3603,0.6397,아이로보틱스,일반,2025-09-20 17:30:57,부정
아이스크림에듀,289010,2024-09-09,"아이스크림에듀, '북키즈콘'서 AI코스웨어 '홈런·리틀홈런' 선보여",http://theviewers.co.kr/View.aspx?No=3362493,0.5143,0.4857,아이스크림에듀,일반,2025-09-20 17:16:53,긍정
아이스크림에듀,289010,2024-09-09,"아이스크림에듀, '2024 북키즈콘' 참가… AI코스웨어 '홈런', '리틀홈런...",http://www.kyosu.net/news/articleView.html?idxno=124493,0.3577,0.6423,아이스크림에듀,일반,2025-09-20 17:19:19,부정
아이스크림에듀,289010,2024-09-09,"아이스크림에듀, '2024 북키즈콘' 참가...AI코스웨어 '홈런', '리틀홈런'...",https://www.newsquest.co.kr/news/articleView.html?idxno=231003,0.3636,0.6364,아이스크림에듀,일반,2025-09-20 17:41:14,부정
아이스크림에듀,289010,2024-09-09,"아이스크림에듀, '2024 북키즈콘' 참가… AI코스웨어 '홈런', '리틀홈런...",http://www.kdpress.co.kr/news/articleView.html?idxno=131696,0.3577,0.6423,아이스크림에듀,일반,2025-09-20 17:19:09,부정
바이오인프라생명과학,266470,2024-09-09,[창간기획-제약바이오 ②] AI와 제약 산업의 만남…신약 개발의 혁신 이...,https://www.pointdaily.co.kr/news/articleView.html?idxno=218114,0.3577,0.6423,바이오인프라생명과학,일반,2025-09-20 17:42:10,부정
뿌리깊은나무들,266170,2024-09-09,원주 혁신도시에 메타버스 제작 스튜디오 갖춘 'AI 복합시설' 건설,https://n.news.naver.com/mnews/article/057/0001840656?sid=102,0.3578,0.6422,뿌리깊은나무들,일반,2025-09-20 17:33:04,부정
뿌리깊은나무들,266170,2024-09-09,원주에 메타버스 스튜디오 등 AI 복합시설 건설,https://n.news.naver.com/mnews/article/057/0001840660?sid=004,0.3578,0.6422,뿌리깊은나무들,일반,2025-09-20 17:33:04,부정
뿌리깊은나무들,266170,2024-09-09,원주에 메타버스 스튜디오 등 AI 복합시설 건설,https://n.news.naver.com/mnews/article/057/0001840652?sid=102,0.3578,0.6422,뿌리깊은나무들,일반,2025-09-20 17:33:04,부정
유비온,084440,2024-09-09,"유비온, 코이카와 함께 스리랑카 청년취업지원 연수 성료",https://www.ksilbo.co.kr/news/articleView.html?idxno=1008440,0.506,0.494,유비온,일반,2025-09-20 17:40:45,긍정
유비온,084440,2024-09-09,"코이카-유비온, 스리랑카 청년취업지원 연수 성료",https://n.news.naver.com/mnews/article/081/0003478761?sid=101,0.3591,0.6409,유비온,일반,2025-09-20 17:33:08,부정
유비온,084440,2024-09-09,"유비온, 스리랑카 '청년취업지원을 위한 경력개발 역량강화 현지연수' ...",https://www.lecturernews.com/news/articleView.html?idxno=161348,0.3577,0.6423,유비온,일반,2025-09-20 17:40:47,부정
아톤,158430,2024-09-09,"아톤 ""클라우드·AI 기술 확산에…인증시장 초고속 성장"" [KIW 2024]",https://n.news.naver.com/mnews/article/015/0005031523?sid=101,0.6114,0.3886,아톤,일반,2025-09-20 17:29:12,긍정
투비소프트,079970,2024-09-09,"투비소프트, 풀스택 로우코드 개발 플러그인 'ProGen' 출시",http://www.segyebiz.com/newsView/20240909515070?OutUrl=naver,0.5976,0.4024,투비소프트,일반,2025-09-20 17:20:43,긍정
투비소프트,079970,2024-09-09,"투비소프트, 풀스택 로우코드 개발 플러그인 'ProGen' 출시 ""코딩 없이 ...",https://www.nbntv.kr/news/articleView.html?idxno=332433,0.596,0.404,투비소프트,일반,2025-09-20 17:40:56,긍정
투비소프트,079970,2024-09-09,"투비소프트, 풀스택 로우코드 개발 플러그인 출시",https://www.widedaily.com/news/articleView.html?idxno=244868,0.6478,0.3522,투비소프트,일반,2025-09-20 17:43:11,긍정
투비소프트,079970,2024-09-09,"투비소프트, 풀스택 로우코드 개발 플러그인 출시",https://n.news.naver.com/mnews/article/003/0012775605?sid=101,0.5195,0.4805,투비소프트,일반,2025-09-20 17:25:55,긍정
투비소프트,079970,2024-09-09,"투비소프트, 풀스택 로우코드 개발 플러그인 `프로젠` 출시",https://n.news.naver.com/mnews/article/029/0002901117?sid=105,0.6468,0.3532,투비소프트,일반,2025-09-20 17:31:25,긍정
투비소프트,079970,2024-09-09,"투비소프트, 풀스택 로우코드 개발 플러그인 '프로젠' 출시",https://n.news.naver.com/mnews/article/008/0005087505?sid=101,0.5657,0.4343,투비소프트,일반,2025-09-20 17:26:46,긍정
이노스페이스,462350,2024-09-09,"[특징주] 이노스페이스, 국내최초 민간 궤도 우주발사체 핵심기술 페어...",https://www.financialpost.co.kr/news/articleView.html?idxno=212710,0.6478,0.3522,이노스페이스,일반,2025-09-20 17:40:06,긍정
이노스페이스,462350,2024-09-09,"이노스페이스, 페어링 분리 시험 성공…내년 7회 발사 예정",https://n.news.naver.com/mnews/article/031/0000868313?sid=105,0.4332,0.5668,이노스페이스,일반,2025-09-20 17:32:55,부정
이노스페이스,462350,2024-09-09,이노스페이스가 공개한 위성보호 덮개,https://n.news.naver.com/mnews/article/001/0014921093?sid=102,0.5083,0.4917,이노스페이스,일반,2025-09-20 17:25:18,긍정
이노스페이스,462350,2024-09-09,이노스페이스가 공개한 위성보호 덮개,https://n.news.naver.com/mnews/article/001/0014921090?sid=102,0.5083,0.4917,이노스페이스,일반,2025-09-20 17:25:17,긍정
이노스페이스,462350,2024-09-09,이노스페이스가 공개한 위성보호 덮개,https://n.news.naver.com/mnews/article/001/0014921092?sid=102,0.5083,0.4917,이노스페이스,일반,2025-09-20 17:25:18,긍정
이노스페이스,462350,2024-09-09,이노스페이스가 공개한 위성보호 덮개,https://n.news.naver.com/mnews/article/001/0014921091?sid=102,0.5083,0.4917,이노스페이스,일반,2025-09-20 17:25:18,긍정
이노스페이스,462350,2024-09-09,페어링 분리 시험 진행한 이노스페이스,https://n.news.naver.com/mnews/article/001/0014921088?sid=102,0.4176,0.5824,이노스페이스,일반,2025-09-20 17:25:17,부정
이스트소프트,047560,2024-09-09,"""교육부터 세일즈까지"" 이스트소프트, 케이지모빌리티에 'AI 쇼호스트' ...",http://www.enewstoday.co.kr/news/articleView.html?idxno=2174683,0.2333,0.7667,이스트소프트,일반,2025-09-20 17:18:01,부정
이스트소프트,047560,2024-09-09,"이스트소프트, 케이지모빌리티에 'AI 쇼호스트' 제공",http://www.iminju.net/news/articleView.html?idxno=107931,0.506,0.494,이스트소프트,일반,2025-09-20 17:18:25,긍정
이스트소프트,047560,2024-09-09,"이스트소프트, KGM에 'AI휴먼' 공급…""교육·마케팅·세일즈에 활용""",https://www.newsway.co.kr/news/view?ud=2024090910045558706,0.3311,0.6689,이스트소프트,일반,2025-09-20 17:41:26,부정
이스트소프트,047560,2024-09-09,"이스트소프트, 케이지모빌리티에 'AI 쇼호스트' 제공",https://www.epnc.co.kr/news/articleView.html?idxno=306126,0.506,0.494,이스트소프트,일반,2025-09-20 17:40:01,긍정
이스트소프트,047560,2024-09-09,"이스트소프트, KGM에 AI 쇼호스트 제공",https://n.news.naver.com/mnews/article/029/0002901154?sid=105,0.362,0.638,이스트소프트,일반,2025-09-20 17:31:25,부정
벨로크,424760,2024-09-09,"창립 15주년 벨로크 ""AI로 새로운 성장 동력 창출""",https://www.datanet.co.kr/news/articleView.html?idxno=196233,0.5872,0.4128,벨로크,일반,2025-09-20 17:39:28,긍정
이지케어텍,099750,2024-09-09,"지앤넷, 이지케어텍과 AI 기반 '보험·핀테크' 사업 업무협약",https://www.rapportian.com/news/articleView.html?idxno=211388,0.3578,0.6422,이지케어텍,일반,2025-09-20 17:42:12,부정
이지케어텍,099750,2024-09-09,"지앤넷, 이지케어텍과 ‘AI 기반 보험·핀테크 영역 혁신 신사업’ 맞손",http://www.insnews.co.kr/design_php/news_view.php?num=80581&firstsec=3&secondsec=31,0.506,0.494,이지케어텍,일반,2025-09-20 17:18:29,긍정
폴라리스AI,039980,2024-09-09,"폴라리스오피스, xAI사 테슬라와 AI기술공유 미래수익 나눈다..생성형AI...",https://n.news.naver.com/mnews/article/018/0005832473?sid=101,0.6015,0.3985,폴라리스AI,일반,2025-09-20 17:30:37,긍정
네오이뮨텍,950220,2024-09-09,"네오이뮨텍, 'NT-I7 기술이전 가속화'...'ESMO서 중간결과 발표'",http://www.paxetv.com/news/articleView.html?idxno=212000,0.3577,0.6423,네오이뮨텍,일반,2025-09-20 17:20:28,부정
네오이뮨텍,950220,2024-09-09,"네오이뮨텍, ESMO서 'CAR-T·NT-I7' 병용 임상 중간 결과 발표",https://www.newsway.co.kr/news/view?ud=2024090909594123347,0.3496,0.6504,네오이뮨텍,일반,2025-09-20 17:41:26,부정
네오이뮨텍,950220,2024-09-09,"네오이뮨텍, ESMO에서 CAR-T와 NT-I7 병용 임상시험 중간 결과 발표",https://www.pharmnews.com/news/articleView.html?idxno=249994,0.3577,0.6423,네오이뮨텍,일반,2025-09-20 17:41:31,부정
플래티어,367000,2024-09-09,"플래티어, 아틀라시안과 함께 'AI와 업무 혁신' 세미나 성료",http://www.itdaily.kr/news/articleView.html?idxno=226780,0.7428,0.2572,플래티어,일반,2025-09-20 17:18:49,긍정
플래티어,367000,2024-09-09,"플래티어, 아틀라시안과 함께 ‘AI와 업무 혁신’ 세미나 성료",https://n.news.naver.com/mnews/article/029/0002901145?sid=105,0.3847,0.6153,플래티어,일반,2025-09-20 17:31:25,부정
플래티어,367000,2024-09-09,"플래티어, 아틀라시안과 함께 'AI와 업무 혁신' 세미나 성료",https://biz.newdaily.co.kr/site/data/html/2024/09/09/2024090900074.html,0.6512,0.3488,플래티어,일반,2025-09-20 17:21:43,긍정
플래티어,367000,2024-09-09,"플래티어-아틀라시안, 'AI와 업무 혁신' 세미나 성료",https://n.news.naver.com/mnews/article/092/0002344967?sid=105,0.5263,0.4737,플래티어,일반,2025-09-20 17:33:46,긍정
플래티어,367000,2024-09-09,"플래티어, 아틀라시안과 함께 'AI와 업무 혁신' 세미나 성료",https://www.newspim.com/news/view/20240909000069,0.6478,0.3522,플래티어,일반,2025-09-20 17:41:09,긍정
플래티어,367000,2024-09-09,"플래티어, 아틀라시안과 함께 ‘AI와 업무 혁신’ 세미나 성료",https://n.news.naver.com/mnews/article/018/0005832167?sid=101,0.3917,0.6083,플래티어,일반,2025-09-20 17:30:37,부정
플래티어,367000,2024-09-09,"플래티어, 아틀라시안과 공동 'AI와 업무 혁신' 세미나 성료",https://n.news.naver.com/mnews/article/030/0003238294?sid=105,0.3578,0.6422,플래티어,일반,2025-09-20 17:32:21,부정
뉴로메카,348340,2024-09-09,"뉴로메카-KAIST인공위성연구소, '우주물체 능동제어위성 개발 협력 체계...",http://www.irobotnews.com/news/articleView.html?idxno=36030,0.3577,0.6423,뉴로메카,일반,2025-09-20 17:18:31,부정
뉴로메카,348340,2024-09-09,"뉴로메카, 인공위성 수거하는 로봇팔 만든다",http://www.industrynews.co.kr/news/articleView.html?idxno=55367,0.3577,0.6423,뉴로메카,일반,2025-09-20 17:18:27,부정
뉴로메카,348340,2024-09-09,"뉴로메카, KAIST 인공위성연구소와 기술 협력",https://n.news.naver.com/mnews/article/092/0002344961?sid=105,0.4178,0.5822,뉴로메카,일반,2025-09-20 17:33:46,부정
뉴로메카,348340,2024-09-09,"뉴로메카, KAIST 인공위성 회수할 로봇팔 만든다",https://n.news.naver.com/mnews/article/014/0005238871?sid=105,0.4999,0.5001,뉴로메카,일반,2025-09-20 17:28:29,부정
뉴로메카,348340,2024-09-09,"뉴로메카, KAIST인공위성연구소와 '우주물체 능동제어위성 개발 협력 체...",https://www.newspim.com/news/view/20240909000174,0.6478,0.3522,뉴로메카,일반,2025-09-20 17:41:09,긍정
뉴로메카,348340,2024-09-09,"뉴로메카, KAIST 인공위성연구소와 능동제어위성 개발 협력",https://n.news.naver.com/mnews/article/030/0003238361?sid=105,0.3717,0.6283,뉴로메카,일반,2025-09-20 17:32:21,부정
에이아이코리아,364950,2024-09-09,"""제조업 데이터 많이 쌓은 韓, 산업용 AI에 기회""",https://n.news.naver.com/mnews/article/015/0005031770?sid=101,0.3799,0.6201,에이아이코리아,일반,2025-09-20 17:29:12,부정
자비스,254120,2024-09-09,"앤트, '알리페이'와 연결된 AI 비서 '지샤오바오' 출시...""자비스급 활용...",https://www.aitimes.com/news/articleView.html?idxno=163232,0.3588,0.6412,자비스,일반,2025-09-20 17:38:03,부정
피씨디렉트,051380,2024-09-09,"피씨디렉트, 슈퍼마이크로 GPU 워크스테이션 3종 선보여",https://www.datanet.co.kr/news/articleView.html?idxno=196256,0.5872,0.4128,피씨디렉트,일반,2025-09-20 17:39:28,긍정
제이엘케이,322510,2024-09-09,"제이엘케이, 美 노스웨스턴 의대 고렐릭 교수팀과 계약",http://www.lawissue.co.kr/view.php?ud=20240909220845104f4ab64559d_12,0.4482,0.5518,제이엘케이,일반,2025-09-20 17:19:40,부정
제이엘케이,322510,2024-09-09,"제이엘케이, `올해 4번째 美 거점병원` 노스웨스턴대 교수진과 협력",https://n.news.naver.com/mnews/article/029/0002901352?sid=105,0.4916,0.5084,제이엘케이,일반,2025-09-20 17:31:25,부정
제이엘케이,322510,2024-09-09,"제이엘케이, 美 노스웨스턴 의대 교수진과 계약",https://www.cstimes.com/news/articleView.html?idxno=609832,0.585,0.415,제이엘케이,일반,2025-09-20 17:39:06,긍정
제이엘케이,322510,2024-09-09,"제이엘케이, 노스웨스턴 의대 고렐릭 교수팀과 계약…美 중부 지역 거점...",http://www.biotimes.co.kr/news/articleView.html?idxno=17004,0.5,0.5,제이엘케이,일반,2025-09-20 17:17:10,부정
제이엘케이,322510,2024-09-09,"제이엘케이, 노스웨스턴 의대 교수팀과 협력 계약",https://www.rapportian.com/news/articleView.html?idxno=211368,0.3578,0.6422,제이엘케이,일반,2025-09-20 17:42:12,부정
제이엘케이,322510,2024-09-09,"제이엘케이, 노스웨스턴 의과대학병원과 협력 계약 체결",https://www.venturesquare.net/939455,0.4406,0.5594,제이엘케이,일반,2025-09-20 17:43:05,부정
조이시티,067000,2024-09-09,"동국대, '조이시티'와 업무협약",http://www.seoulfn.com/news/articleView.html?idxno=532257,0.506,0.494,조이시티,일반,2025-09-20 17:20:45,긍정
화인베스틸,133820,2024-09-09,"정인호 화인베스틸 대표, 보통주 1만 주 장내매수",http://www.ferrotimes.com/news/articleView.html?idxno=36705,0.5061,0.4939,화인베스틸,일반,2025-09-20 17:18:05,긍정
CJ 바이오사이언스,311690,2024-09-09,"'새 먹거리로 감염진단' CJ바이오사이언스, 서울대병원과 연구 맞손",https://www.nbnews.kr/news/articleView.html?idxno=97648,0.3577,0.6423,CJ 바이오사이언스,일반,2025-09-20 17:40:52,부정
엣지파운드리,105550,2024-09-09,"삼성전자 ""맞춤형 HBM, 한 세대 앞서 양산할 것""",https://n.news.naver.com/mnews/article/015/0005031763?sid=101,0.5871,0.4129,엣지파운드리,일반,2025-09-20 17:29:12,긍정
한주라이트메탈,198940,2024-09-08,"씨유박스, 생성형 AI와 물류 로봇으로 사업 영역 확장",https://www.pinpointnews.co.kr/news/articleView.html?idxno=286686,0.5954,0.4046,한주라이트메탈,일반,2025-09-20 17:41:58,긍정
뿌리깊은나무들,266170,2024-09-08,[포토뉴스] '더테라스by레드우즈파크' AI홍보관 개관식,https://n.news.naver.com/mnews/article/087/0001066322?sid=102,0.3577,0.6423,뿌리깊은나무들,일반,2025-09-20 17:33:10,부정
아이엠지티,456570,2024-09-08,"마이크로엔엑스, 초소형 모터 기술로 치과 의료기기 시장 선도",https://www.pinpointnews.co.kr/news/articleView.html?idxno=286687,0.5954,0.4046,아이엠지티,일반,2025-09-20 17:41:58,긍정
탈로스,434190,2024-09-08,경쟁률 '262대 1' 공공데이터 창업경진대회…유니콘기업 꿈꾼다,https://n.news.naver.com/mnews/article/001/0014919066?sid=100,0.5073,0.4927,탈로스,일반,2025-09-20 17:25:17,긍정
탈로스,434190,2024-09-08,"행안부, 공공데이터 활용 최우수 작품 10종 선정",https://n.news.naver.com/mnews/article/092/0002344916?sid=105,0.5153,0.4847,탈로스,일반,2025-09-20 17:33:46,긍정
